ID,Airline,Airline.ID,Source.Airport,Source.Airport.ID,Destination.Airport,Destination.Airport.ID,Codeshare,Stops,Equipment
6,2B,410,AER,2965,KZN,2990,,0,CR2
7,2B,410,ASF,2966,KZN,2990,,0,CR2
8,2B,410,CEK,2968,KZN,2990,,0,CR2
9,2B,410,CEK,2968,OVB,4078,,0,CR2
10,2B,410,CSY,6162,DME,4029,,0,CR2
11,2B,410,DME,4029,CSY,6162,,0,CR2
12,2B,410,DME,4029,KVX,6142,,0,CR2
13,2B,410,DME,4029,KZN,2990,,0,CR2
14,2B,410,DME,4029,MQF,2969,,0,CR2
15,2B,410,DME,4029,NBC,6969,,0,CR2
16,2B,410,DME,4029,UUA,6160,,0,CR2
17,2B,410,GYD,2922,NBC,6969,,0,CR2
18,2B,410,KEJ,2957,SVX,2975,,0,CR2
19,2B,410,KJA,4374,OMS,2958,,0,CR2
20,2B,410,KRR,2960,KZN,2990,,0,CR2
21,2B,410,KRR,2960,NBC,6969,,0,CR2
22,2B,410,KUF,4118,LED,2948,,0,CR2
23,2B,410,KVX,6142,DME,4029,,0,CR2
24,2B,410,KZN,2990,AER,2965,,0,CR2
25,2B,410,KZN,2990,ASF,2966,,0,CR2
26,2B,410,KZN,2990,CEK,2968,,0,CR2
27,2B,410,KZN,2990,DME,4029,,0,CR2
28,2B,410,KZN,2990,KRR,2960,,0,CR2
29,2B,410,KZN,2990,LED,2948,,0,CR2
30,2B,410,KZN,2990,MRV,2962,,0,CR2
31,2B,410,KZN,2990,OMS,2958,,0,CR2
32,2B,410,KZN,2990,ROV,2964,,0,CR2
33,2B,410,KZN,2990,SVX,2975,,0,CR2
34,2B,410,LED,2948,KUF,4118,,0,CR2
35,2B,410,LED,2948,KZN,2990,,0,CR2
36,2B,410,LED,2948,MQF,2969,,0,CR2
37,2B,410,LED,2948,NBC,6969,,0,CR2
38,2B,410,LED,2948,PEE,2973,,0,CR2
39,2B,410,LED,2948,UFA,2992,,0,CR2
40,2B,410,MQF,2969,DME,4029,,0,CR2
41,2B,410,MQF,2969,LED,2948,,0,CR2
42,2B,410,MRV,2962,KZN,2990,,0,CR2
43,2B,410,MRV,2962,NBC,6969,,0,CR2
44,2B,410,NBC,6969,DME,4029,,0,CR2
45,2B,410,NBC,6969,GYD,2922,,0,CR2
46,2B,410,NBC,6969,KRR,2960,,0,CR2
47,2B,410,NBC,6969,LED,2948,,0,CR2
48,2B,410,NBC,6969,MRV,2962,,0,CR2
49,2B,410,NBC,6969,NJC,2972,,0,CR2
50,2B,410,NBC,6969,NUX,4364,,0,CR2
51,2B,410,NBC,6969,ROV,2964,,0,CR2
52,2B,410,NBC,6969,SVX,2975,,0,CR2
53,2B,410,NJC,2972,NBC,6969,,0,CR2
54,2B,410,NUX,4364,NBC,6969,,0,CR2
55,2B,410,OMS,2958,KJA,4374,,0,CR2
56,2B,410,OMS,2958,KZN,2990,,0,CR2
57,2B,410,OVB,4078,CEK,2968,,0,CR2
58,2B,410,OVB,4078,SVX,2975,,0,CR2
59,2B,410,PEE,2973,LED,2948,,0,CR2
60,2B,410,ROV,2964,KZN,2990,,0,CR2
61,2B,410,ROV,2964,NBC,6969,,0,CR2
62,2B,410,SVX,2975,KEJ,2957,,0,CR2
63,2B,410,SVX,2975,KZN,2990,,0,CR2
64,2B,410,SVX,2975,NBC,6969,,0,CR2
65,2B,410,SVX,2975,OVB,4078,,0,CR2
66,2B,410,UFA,2992,LED,2948,,0,CR2
67,2B,410,UUA,6160,DME,4029,,0,CR2
68,2G,1654,BQS,2926,OVB,4078,,0,A81
69,2G,1654,BTK,2936,IKT,2937,,0,A81
70,2G,1654,GDX,2930,IKT,2937,,0,A81
71,2G,1654,HTA,2935,IKT,2937,,0,AN4
72,2G,1654,IKT,2937,BTK,2936,,0,A81
73,2G,1654,IKT,2937,GDX,2930,,0,A81
74,2G,1654,IKT,2937,HTA,2935,,0,AN4
76,2G,1654,IKT,2937,MJZ,2925,,0,A81
77,2G,1654,IKT,2937,ODO,8944,,0,AN4
78,2G,1654,IKT,2937,OVB,4078,,0,A81
79,2G,1654,IKT,2937,ULK,9026,,0,AN4
80,2G,1654,IKT,2937,VVO,2934,,0,A81
82,2G,1654,MJZ,2925,IKT,2937,,0,A81
83,2G,1654,MJZ,2925,OVB,4078,,0,A81
84,2G,1654,ODO,8944,IKT,2937,,0,AN4
85,2G,1654,OVB,4078,BQS,2926,,0,A81
86,2G,1654,OVB,4078,IKT,2937,,0,A81
87,2G,1654,OVB,4078,MJZ,2925,,0,A81
88,2G,1654,ULK,9026,IKT,2937,,0,AN4
89,2G,1654,VVO,2934,IKT,2937,,0,A81
90,2G,1654,YKS,2923,IKT,2937,,0,A81
91,2I,8359,AYP,2786,LIM,2789,,0,142
92,2I,8359,CUZ,2812,LIM,2789,,0,142 141
93,2I,8359,CUZ,2812,PEM,2808,,0,142
94,2I,8359,HUU,6067,LIM,2789,,0,141
95,2I,8359,IQT,2801,PCL,2781,,0,143
96,2I,8359,IQT,2801,TPP,2806,,0,142
97,2I,8359,LIM,2789,AYP,2786,,0,142
98,2I,8359,LIM,2789,CUZ,2812,,0,142 141
99,2I,8359,LIM,2789,HUU,6067,,0,141
100,2I,8359,LIM,2789,PCL,2781,,0,143 146
101,2I,8359,LIM,2789,TPP,2806,,0,142 146
102,2I,8359,PCL,2781,IQT,2801,,0,143
103,2I,8359,PCL,2781,LIM,2789,,0,143 146
104,2I,8359,PCL,2781,TPP,2806,,0,146
105,2I,8359,PEM,2808,CUZ,2812,,0,142
106,2I,8359,TPP,2806,IQT,2801,,0,142
107,2I,8359,TPP,2806,LIM,2789,,0,142 146
108,2I,8359,TPP,2806,PCL,2781,,0,146
109,2J,470,ABJ,253,BOY,247,,0,CRJ
110,2J,470,ABJ,253,OUA,246,,0,CRJ M87
111,2J,470,ACC,248,OUA,246,,0,CRJ
112,2J,470,BKO,1044,OUA,246,,0,CRJ
113,2J,470,BOY,247,ABJ,253,,0,CRJ
114,2J,470,BOY,247,OUA,246,,0,CRJ
115,2J,470,COO,245,LFW,298,,0,CRJ
116,2J,470,COO,245,OUA,246,,0,CRJ
117,2J,470,DKR,1084,OUA,246,,0,M87
118,2J,470,LFW,298,OUA,246,,0,CRJ
119,2J,470,NIM,280,OUA,246,,0,CRJ
120,2J,470,OUA,246,ABJ,253,,0,CRJ M87
121,2J,470,OUA,246,ACC,248,,0,CRJ
122,2J,470,OUA,246,BKO,1044,,0,CRJ
123,2J,470,OUA,246,BOY,247,,0,CRJ
124,2J,470,OUA,246,COO,245,,0,CRJ
125,2J,470,OUA,246,DKR,1084,,0,M87
126,2J,470,OUA,246,LFW,298,,0,CRJ
127,2J,470,OUA,246,NIM,280,,0,CRJ
128,2K,1338,CUE,2671,UIO,2688,,0,319
129,2K,1338,GPS,2672,GYE,2673,,0,320 319
130,2K,1338,GPS,2672,UIO,2688,,0,319
131,2K,1338,GYE,2673,GPS,2672,,0,320 319
132,2K,1338,GYE,2673,SCY,6045,,0,319 320
133,2K,1338,GYE,2673,UIO,2688,,0,319 320
134,2K,1338,MEC,2683,UIO,2688,,0,319 320
135,2K,1338,OCC,2670,UIO,2688,,0,319
136,2K,1338,SCY,6045,GYE,2673,,0,319 320
137,2K,1338,SCY,6045,UIO,2688,,0,319
138,2K,1338,UIO,2688,CUE,2671,,0,319
139,2K,1338,UIO,2688,GYE,2673,,0,319 320
140,2K,1338,UIO,2688,MEC,2683,,0,319 320
141,2K,1338,UIO,2688,OCC,2670,,0,319
142,2K,1338,UIO,2688,SCY,6045,,0,319
143,2N,3652,AJR,730,LYC,719,,0,ATP
144,2N,3652,ARN,737,GEV,715,,0,ATP
145,2N,3652,ARN,737,HAD,709,,0,SF3 ATP
146,2N,3652,ARN,737,JKG,688,,0,SF3
147,2N,3652,ARN,737,KRF,718,,0,ATP
148,2N,3652,ARN,737,KSD,5595,,0,SF3
149,2N,3652,ARN,737,LYC,719,,0,ATP
150,2N,3652,ARN,737,MHQ,442,,0,SF3
151,2N,3652,ARN,737,OER,722,,0,ATR SF3
152,2N,3652,ARN,737,VBY,746,,0,SF3 ATP
153,2N,3652,ARN,737,VHM,729,,0,SF3 ATP
154,2N,3652,ARN,737,VXO,711,,0,SF3 ATP
155,2N,3652,BMA,738,JKG,688,,0,SF3
156,2N,3652,CPH,609,LPI,742,,0,SF3
157,2N,3652,GEV,715,ARN,737,,0,ATP
158,2N,3652,GEV,715,KRF,718,,0,ATP
159,2N,3652,HAD,709,ARN,737,,0,ATP SF3
160,2N,3652,HAD,709,JKG,688,,0,SF3
161,2N,3652,HMV,5599,VHM,729,,0,SF3 ATP
162,2N,3652,JKG,688,ARN,737,,0,SF3
163,2N,3652,JKG,688,BMA,738,,0,SF3
164,2N,3652,JKG,688,HAD,709,,0,SF3
165,2N,3652,KRF,718,ARN,737,,0,ATP
166,2N,3652,KRF,718,GEV,715,,0,ATP
167,2N,3652,KSD,5595,ARN,737,,0,SF3
168,2N,3652,KSD,5595,LPI,742,,0,SF3
169,2N,3652,LPI,742,CPH,609,,0,SF3
170,2N,3652,LPI,742,KSD,5595,,0,SF3
171,2N,3652,LYC,719,AJR,730,,0,ATP
172,2N,3652,LYC,719,ARN,737,,0,ATP
173,2N,3652,MHQ,442,ARN,737,,0,SF3
174,2N,3652,MHQ,442,TKU,460,,0,SF3
175,2N,3652,OER,722,ARN,737,,0,ATR SF3
176,2N,3652,TKU,460,MHQ,442,,0,SF3
177,2N,3652,VBY,746,ARN,737,,0,SF3 ATP
178,2N,3652,VHM,729,ARN,737,,0,SF3 ATP
179,2N,3652,VHM,729,HMV,5599,,0,SF3 ATP
180,2N,3652,VXO,711,ARN,737,,0,ATP SF3
181,2O,146,ADQ,3531,AOS,7167,,0,BNI
182,2O,146,ADQ,3531,KKB,7168,,0,BNI
183,2O,146,ADQ,3531,KLN,7162,,0,BNI
184,2O,146,ADQ,3531,KOY,7170,,0,BNI
185,2O,146,ADQ,3531,KOZ,7164,,0,BNI
186,2O,146,ADQ,3531,KPY,7171,,0,BNI
187,2O,146,ADQ,3531,OLH,7163,,0,BNI
188,2O,146,AOS,7167,KZB,7176,,0,BNI
189,2O,146,KKB,7168,SYB,7173,,0,BNI
190,2O,146,KLN,7162,KYK,7161,,0,BNI
191,2O,146,KMY,7169,ALZ,7166,,0,BNI
192,2O,146,KOY,7170,KMY,7169,,0,BNI
193,2O,146,KOZ,7164,ORI,7165,,0,BNI
195,2O,146,SYB,7173,KPR,7172,,0,BNI
197,2P,897,BCD,2423,CEB,4206,,0,DH3 DH4
198,2P,897,BCD,2423,MNL,2397,,0,320
199,2P,897,BKK,3885,MNL,2397,,0,320
200,2P,897,BSO,6019,MNL,2397,,0,DH4
201,2P,897,BXU,4200,CEB,4206,,0,DH4
202,2P,897,BXU,4200,MNL,2397,,0,320
203,2P,897,CBO,2399,MNL,2397,,0,320
204,2P,897,CEB,4206,BCD,2423,,0,DH3 DH4
205,2P,897,CEB,4206,BXU,4200,,0,DH4
206,2P,897,CEB,4206,CGY,2400,,0,DH4
207,2P,897,CEB,4206,DVO,4090,,0,320 DH4
208,2P,897,CEB,4206,HKG,3077,,0,320
209,2P,897,CEB,4206,ILO,2429,,0,DH4
210,2P,897,CEB,4206,MNL,2397,,0,320
211,2P,897,CEB,4206,MPH,4002,,0,DH3
212,2P,897,CEB,4206,OZC,4204,,0,DH4
213,2P,897,CEB,4206,PPS,2433,,0,320
214,2P,897,CEB,4206,TAC,2422,,0,DH4
215,2P,897,CEB,4206,USU,4199,,0,DH3
216,2P,897,CEB,4206,ZAM,2404,,0,DH4
217,2P,897,CGY,2400,CEB,4206,,0,DH4
218,2P,897,CGY,2400,DVO,4090,,0,DH4
219,2P,897,CGY,2400,MNL,2397,,0,320
220,2P,897,CRM,6024,MNL,2397,,0,DH4
221,2P,897,CYP,6023,MNL,2397,,0,DH4
222,2P,897,DGT,2425,MNL,2397,,0,320
223,2P,897,DPL,4201,MNL,2397,,0,320
224,2P,897,DVO,4090,CEB,4206,,0,320 DH4
225,2P,897,DVO,4090,CGY,2400,,0,DH4
226,2P,897,DVO,4090,MNL,2397,,0,320
227,2P,897,DVO,4090,ZAM,2404,,0,DH4
228,2P,897,DXB,2188,MNL,2397,,0,330
229,2P,897,GES,6011,ILO,2429,,0,DH4
230,2P,897,GES,6011,MNL,2397,,0,320
231,2P,897,HGH,3386,KLO,2430,,0,320
232,2P,897,HKG,3077,CEB,4206,,0,320
233,2P,897,ILO,2429,CEB,4206,,0,DH4
234,2P,897,ILO,2429,GES,6011,,0,DH4
235,2P,897,ILO,2429,MNL,2397,,0,320
236,2P,897,ILO,2429,PPS,2433,,0,DH4
237,2P,897,JOL,6013,ZAM,2404,,0,DH4
238,2P,897,KLO,2430,HGH,3386,,0,320
239,2P,897,KLO,2430,MNL,2397,,0,320
240,2P,897,KLO,2430,PVG,3406,,0,320
241,2P,897,KUL,3304,MNL,2397,,0,320
242,2P,897,LAO,4202,MNL,2397,,0,320
243,2P,897,LGP,4203,MNL,2397,,0,320
244,2P,897,MBT,6025,MNL,2397,,0,DH3
245,2P,897,MNL,2397,BCD,2423,,0,320
246,2P,897,MNL,2397,BKK,3885,,0,320
247,2P,897,MNL,2397,BSO,6019,,0,DH4
248,2P,897,MNL,2397,BXU,4200,,0,320
249,2P,897,MNL,2397,CBO,2399,,0,320
250,2P,897,MNL,2397,CEB,4206,Y,0,320
251,2P,897,MNL,2397,CGY,2400,,0,320
252,2P,897,MNL,2397,CRM,6024,,0,DH4
253,2P,897,MNL,2397,CYP,6023,,0,DH4
254,2P,897,MNL,2397,DGT,2425,,0,320
255,2P,897,MNL,2397,DPL,4201,,0,320
256,2P,897,MNL,2397,DVO,4090,Y,0,320
257,2P,897,MNL,2397,DXB,2188,,0,330
258,2P,897,MNL,2397,GES,6011,,0,320
259,2P,897,MNL,2397,ILO,2429,,0,320
260,2P,897,MNL,2397,KLO,2430,,0,320
261,2P,897,MNL,2397,KUL,3304,,0,320
262,2P,897,MNL,2397,LAO,4202,,0,320
263,2P,897,MNL,2397,LGP,4203,,0,320
264,2P,897,MNL,2397,MBT,6025,,0,DH3
265,2P,897,MNL,2397,MPH,4002,,0,DH3
266,2P,897,MNL,2397,OZC,4204,,0,320
267,2P,897,MNL,2397,PPS,2433,,0,320
268,2P,897,MNL,2397,RXS,6026,,0,320
269,2P,897,MNL,2397,SIN,3316,,0,320
270,2P,897,MNL,2397,SUG,6016,,0,DH4
271,2P,897,MNL,2397,TAC,2422,,0,320
272,2P,897,MNL,2397,TAG,3994,,0,320
273,2P,897,MNL,2397,TUG,6021,,0,DH4
274,2P,897,MNL,2397,USU,4199,,0,DH4
275,2P,897,MNL,2397,WNP,6018,,0,DH4
276,2P,897,MNL,2397,ZAM,2404,,0,320
277,2P,897,MPH,4002,CEB,4206,,0,DH3
278,2P,897,MPH,4002,MNL,2397,,0,DH3
279,2P,897,OZC,4204,CEB,4206,,0,DH4
280,2P,897,OZC,4204,MNL,2397,,0,320
281,2P,897,PPS,2433,CEB,4206,,0,320
282,2P,897,PPS,2433,ILO,2429,,0,DH4
283,2P,897,PPS,2433,MNL,2397,,0,320
284,2P,897,PPS,2433,USU,4199,,0,DH3
285,2P,897,PVG,3406,KLO,2430,,0,320
286,2P,897,RXS,6026,MNL,2397,,0,320
287,2P,897,SIN,3316,MNL,2397,,0,320
288,2P,897,SUG,6016,MNL,2397,,0,DH4
289,2P,897,TAC,2422,CEB,4206,,0,DH4
290,2P,897,TAC,2422,MNL,2397,,0,320
291,2P,897,TAG,3994,MNL,2397,,0,320
292,2P,897,TUG,6021,MNL,2397,,0,DH4
294,2P,897,USU,4199,CEB,4206,,0,DH3
295,2P,897,USU,4199,MNL,2397,,0,DH4
296,2P,897,USU,4199,PPS,2433,,0,DH3
297,2P,897,WNP,6018,MNL,2397,,0,DH4
298,2P,897,ZAM,2404,CEB,4206,,0,DH4
299,2P,897,ZAM,2404,DVO,4090,,0,DH4
300,2P,897,ZAM,2404,JOL,6013,,0,DH4
301,2P,897,ZAM,2404,MNL,2397,,0,320
303,3B,15953,HEL,421,POR,448,,0,SF3
304,3B,15953,POR,448,HEL,421,,0,SF3
305,3E,10739,BRL,5726,ORD,3830,,0,CNC
306,3E,10739,BRL,5726,STL,3678,,0,CNC
307,3E,10739,DEC,4042,ORD,3830,,0,CNC
308,3E,10739,DEC,4042,STL,3678,,0,CNC
309,3E,10739,JBR,3591,STL,3678,,0,CNC
310,3E,10739,ORD,3830,BRL,5726,,0,CNC
311,3E,10739,ORD,3830,DEC,4042,,0,CNC
312,3E,10739,STL,3678,BRL,5726,,0,CNC
313,3E,10739,STL,3678,DEC,4042,,0,CNC
314,3E,10739,STL,3678,JBR,3591,,0,CNC
315,3F,16262,CGA,7144,HYL,7145,,0,DHP
316,3F,16262,HYL,7145,CGA,7144,,0,DHP
317,3F,16262,HYL,7145,KTN,3808,,0,DHP
318,3F,16262,KTB,7147,KTN,3808,,0,DHP
319,3F,16262,KTN,3808,HYL,7145,,0,DHP
320,3F,16262,KTN,3808,KTB,7147,,0,DHP
321,3F,16262,KTN,3808,MTM,7146,,0,DHP
322,3F,16262,MTM,7146,KTN,3808,,0,DHP
323,3G,595,ACC,248,ROB,1063,,0,319
324,3G,595,BCN,1218,BJL,1050,,0,319
325,3G,595,BJL,1050,BCN,1218,,0,319
326,3G,595,BJL,1050,DKR,1084,,0,319
327,3G,595,BJL,1050,FNA,1059,,0,319
328,3G,595,DKR,1084,BJL,1050,,0,319
329,3G,595,DKR,1084,FNA,1059,,0,319
330,3G,595,FNA,1059,BJL,1050,,0,319
331,3G,595,FNA,1059,DKR,1084,,0,319
332,3G,595,FNA,1059,LGW,502,,0,319
333,3G,595,FNA,1059,ROB,1063,,0,319
334,3G,595,LGW,502,FNA,1059,,0,319
335,3G,595,ROB,1063,ACC,248,,0,319
336,3G,595,ROB,1063,FNA,1059,,0,319
401,3J,5521,BBO,1122,JIB,4119,,0,737
402,3J,5521,BBO,1122,MGQ,5687,,0,737
403,3J,5521,DXB,2188,BBO,1122,,0,737
404,3J,5521,JED,2072,BBO,1122,,0,737
405,3J,5521,JIB,4119,DXB,2188,,0,737
406,3J,5521,JIB,4119,JED,2072,,0,737
407,3J,5521,JIB,4119,MGQ,5687,,0,737
408,3J,5521,MGQ,5687,BBO,1122,,0,737
409,3J,5521,MGQ,5687,JIB,4119,,0,737
410,3J,5521,MGQ,5687,NBO,4059,,0,737
411,3J,5521,NBO,4059,MGQ,5687,,0,737
412,3K,3021,BKK,3885,SIN,3316,,0,320
413,3K,3021,CAN,3370,SIN,3316,,0,320
414,3K,3021,HAK,4120,SIN,3316,,0,320
415,3K,3021,HGH,3386,SIN,3316,,0,320
416,3K,3021,HKG,3077,SIN,3316,,0,320
417,3K,3021,HKT,3179,SIN,3316,,0,320
418,3K,3021,KIX,3992,MNL,2397,,0,320
419,3K,3021,KIX,3992,TPE,2276,,0,320
420,3K,3021,KUL,3304,SIN,3316,,0,320
421,3K,3021,MNL,2397,KIX,3992,,0,320
422,3K,3021,MNL,2397,SIN,3316,,0,320
423,3K,3021,PEN,3308,SIN,3316,,0,320
424,3K,3021,PER,3351,SIN,3316,,0,320
425,3K,3021,PNH,3034,SIN,3316,,0,320
426,3K,3021,REP,3035,SIN,3316,,0,320
427,3K,3021,RGN,3239,SIN,3316,,0,320
428,3K,3021,SGN,3205,SIN,3316,,0,320
429,3K,3021,SIN,3316,BKK,3885,,0,320
430,3K,3021,SIN,3316,CAN,3370,,0,320
431,3K,3021,SIN,3316,HAK,4120,,0,320
432,3K,3021,SIN,3316,HGH,3386,,0,320
433,3K,3021,SIN,3316,HKG,3077,,0,320
434,3K,3021,SIN,3316,HKT,3179,,0,320
435,3K,3021,SIN,3316,KUL,3304,,0,320
436,3K,3021,SIN,3316,MNL,2397,,0,320
437,3K,3021,SIN,3316,PEN,3308,,0,320
438,3K,3021,SIN,3316,PER,3351,,0,320
439,3K,3021,SIN,3316,PNH,3034,,0,320
440,3K,3021,SIN,3316,REP,3035,,0,320
441,3K,3021,SIN,3316,RGN,3239,,0,320
442,3K,3021,SIN,3316,SGN,3205,,0,320
443,3K,3021,SIN,3316,SWA,4302,,0,320
444,3K,3021,SIN,3316,TPE,2276,,0,320
445,3K,3021,SWA,4302,SIN,3316,,0,320
446,3K,3021,TPE,2276,KIX,3992,,0,320
447,3K,3021,TPE,2276,SIN,3316,,0,320
448,3L,2916,DUS,345,FDH,382,,0,DH3
449,3L,2916,FDH,382,DUS,345,,0,DH3
450,3L,2916,FDH,382,HAM,342,,0,AT7
451,3L,2916,FDH,382,TXL,351,,0,AT7
452,3L,2916,FKB,4166,HAM,342,,0,AT7
453,3L,2916,GRZ,1609,ZRH,1678,,0,DH3
454,3L,2916,HAM,342,FDH,382,,0,AT7
455,3L,2916,HAM,342,FKB,4166,,0,AT7
456,3L,2916,SZG,1612,ZRH,1678,,0,EM2
457,3L,2916,TXL,351,FDH,382,,0,AT7
458,3L,2916,ZRH,1678,GRZ,1609,,0,DH3
459,3L,2916,ZRH,1678,SZG,1612,,0,EM2
508,3O,9818,AMS,580,TNG,1080,,0,320
509,3O,9818,BCN,1218,CMN,1074,,0,320
510,3O,9818,BCN,1218,NDR,5673,,0,320
511,3O,9818,BCN,1218,TNG,1080,,0,320
512,3O,9818,BGY,1525,CMN,1074,,0,320
513,3O,9818,BLQ,1538,CMN,1074,,0,320
514,3O,9818,BRU,302,CMN,1074,,0,320
515,3O,9818,BRU,302,NDR,5673,,0,320
516,3O,9818,BRU,302,TNG,1080,,0,320
517,3O,9818,CMN,1074,BCN,1218,,0,320
518,3O,9818,CMN,1074,BGY,1525,,0,320
519,3O,9818,CMN,1074,BLQ,1538,,0,320
520,3O,9818,CMN,1074,BRU,302,,0,320
521,3O,9818,CMN,1074,CUF,1534,,0,320
522,3O,9818,CMN,1074,LGW,502,,0,320
523,3O,9818,CMN,1074,LYS,1335,,0,320
524,3O,9818,CMN,1074,MPL,1359,,0,320
525,3O,9818,CMN,1074,SAW,4317,,0,320
526,3O,9818,CMN,1074,TLS,1273,,0,320
527,3O,9818,CMN,1074,VCE,1551,,0,320
528,3O,9818,CUF,1534,CMN,1074,,0,320
529,3O,9818,LGW,502,CMN,1074,,0,320
530,3O,9818,LYS,1335,CMN,1074,,0,320
531,3O,9818,MPL,1359,CMN,1074,,0,320
532,3O,9818,MPL,1359,NDR,5673,,0,320
533,3O,9818,NDR,5673,AMS,580,,0,320
534,3O,9818,NDR,5673,BCN,1218,,0,320
535,3O,9818,NDR,5673,BRU,302,,0,320
536,3O,9818,NDR,5673,MPL,1359,,0,320
537,3O,9818,NDR,5673,PMI,3998,,0,320
538,3O,9818,SAW,4317,CMN,1074,,0,320
539,3O,9818,TLS,1273,CMN,1074,,0,320
540,3O,9818,TNG,1080,AMS,580,,0,320
541,3O,9818,TNG,1080,BCN,1218,,0,320
542,3O,9818,TNG,1080,BRU,302,,0,320
543,3O,9818,VCE,1551,CMN,1074,,0,320
544,3P,5002,AUA,2895,BON,2896,,0,SH6
545,3P,5002,AUA,2895,CCS,2851,,0,737
546,3P,5002,AUA,2895,CUR,2897,,0,SH6
547,3P,5002,AUA,2895,FLL,3533,,0,737
548,3P,5002,AUA,2895,LSP,2844,,0,SH6
549,3P,5002,AUA,2895,MAR,2848,,0,SH6 737
550,3P,5002,AUA,2895,RCH,2746,,0,SH6
551,3P,5002,BON,2896,AUA,2895,,0,SH6
552,3P,5002,BON,2896,CUR,2897,,0,SH6
553,3P,5002,CCS,2851,AUA,2895,,0,737
554,3P,5002,CUR,2897,AUA,2895,,0,SH6
555,3P,5002,CUR,2897,BON,2896,,0,SH6
556,3P,5002,FLL,3533,AUA,2895,,0,737
557,3P,5002,LSP,2844,AUA,2895,,0,SH6
558,3P,5002,MAR,2848,AUA,2895,,0,SH6 737
559,3P,5002,RCH,2746,AUA,2895,,0,SH6
560,3R,3545,BHK,2980,DME,4029,,0,73G
561,3R,3545,DME,4029,BHK,2980,,0,73G
562,3R,3545,DME,4029,FEG,6149,,0,73G
563,3R,3545,DME,4029,KSQ,6153,,0,73G
564,3R,3545,DME,4029,NMA,6150,,0,73G
565,3R,3545,DME,4029,NVI,6485,,0,73G
566,3R,3545,DME,4029,SKD,2981,,0,73G
567,3R,3545,DME,4029,STW,2963,,0,SU9
568,3R,3545,DME,4029,TIV,1743,,0,SU9
569,3R,3545,FEG,6149,DME,4029,,0,73G
570,3R,3545,KSQ,6153,DME,4029,,0,73G
571,3R,3545,NMA,6150,DME,4029,,0,73G
572,3R,3545,NVI,6485,DME,4029,,0,73G
573,3R,3545,SKD,2981,DME,4029,,0,73G
574,3R,3545,STW,2963,DME,4029,,0,SU9
575,3R,3545,TIV,1743,DME,4029,,0,SU9
576,3S,11741,ANU,2874,PTP,2881,,0,AT5
577,3S,11741,CAY,2774,FDF,2878,,0,320
578,3S,11741,FDF,2878,CAY,2774,,0,320
579,3S,11741,FDF,2878,PTP,2881,,0,AT5 320
580,3S,11741,FDF,2878,SDQ,1762,,0,AT5
581,3S,11741,FDF,2878,SLU,2893,,0,AT5
582,3S,11741,PTP,2881,ANU,2874,,0,AT5
583,3S,11741,PTP,2881,FDF,2878,,0,AT5 320
584,3S,11741,PTP,2881,SBH,6460,,0,DHT
585,3S,11741,PTP,2881,SDQ,1762,,0,AT5
586,3S,11741,PTP,2881,SFG,2879,,0,AT5
587,3S,11741,SBH,6460,PTP,2881,,0,DHT
588,3S,11741,SDQ,1762,FDF,2878,,0,AT5
589,3S,11741,SDQ,1762,PTP,2881,,0,AT5
590,3S,11741,SFG,2879,PTP,2881,,0,AT5
591,3S,11741,SLU,2893,FDF,2878,,0,AT5
592,3U,4608,BHY,6351,XIY,3379,,0,321
593,3U,4608,CAN,3370,CKG,3393,,0,321 319
594,3U,4608,CAN,3370,CTU,3395,,0,320 321 330
595,3U,4608,CAN,3370,SPN,2244,,0,330
596,3U,4608,CGK,3275,NNG,3373,,0,320
597,3U,4608,CGO,3375,CGQ,4380,,0,321
598,3U,4608,CGO,3375,CKG,3393,,0,319
599,3U,4608,CGO,3375,CTU,3395,,0,321
600,3U,4608,CGO,3375,HET,6345,,0,319
601,3U,4608,CGO,3375,HGH,3386,,0,320
602,3U,4608,CGO,3375,HRB,3400,,0,320
603,3U,4608,CGO,3375,KMG,3382,,0,319 320
604,3U,4608,CGO,3375,URC,3399,,0,320
605,3U,4608,CGQ,4380,CGO,3375,,0,321
606,3U,4608,CGQ,4380,NKG,3388,,0,320
607,3U,4608,CGQ,4380,TNA,4108,,0,321
608,3U,4608,CGQ,4380,TSN,3368,,0,320 319
609,3U,4608,CJJ,6008,DYG,6353,,0,320
610,3U,4608,CKG,3393,CAN,3370,,0,321 319
611,3U,4608,CKG,3393,CGO,3375,,0,319
612,3U,4608,CKG,3393,CSX,3371,,0,320 321
613,3U,4608,CKG,3393,CZX,4109,,0,320
614,3U,4608,CKG,3393,DLC,3404,,0,320
615,3U,4608,CKG,3393,DYG,6353,,0,320
616,3U,4608,CKG,3393,HAK,4120,,0,319
617,3U,4608,CKG,3393,HGH,3386,,0,320 319
618,3U,4608,CKG,3393,HKT,3179,,0,320
619,3U,4608,CKG,3393,INC,4085,,0,321
620,3U,4608,CKG,3393,JHG,4055,,0,319
621,3U,4608,CKG,3393,JZH,4301,,0,319
622,3U,4608,CKG,3393,KHN,3384,,0,319
623,3U,4608,CKG,3393,KMG,3382,,0,319 320
624,3U,4608,CKG,3393,LHW,6431,,0,319 321
625,3U,4608,CKG,3393,LJG,4033,,0,319
626,3U,4608,CKG,3393,LXA,4097,,0,319
627,3U,4608,CKG,3393,NGB,3387,,0,319
628,3U,4608,CKG,3393,NKG,3388,,0,319
