ID,Airline,Airline.ID,Source.Airport,Source.Airport.ID,Destination.Airport,Destination.Airport.ID,Codeshare,Stops,Equipment
3775,A2,1780,KLX,1456,SKG,1486,,0,143
3776,A2,1780,SKG,1486,CFU,1460,,0,143
3777,A2,1780,SKG,1486,JKH,1450,,0,143
3778,A2,1780,SKG,1486,KLX,1456,,0,143
3779,A2,1780,SKG,1486,SMI,1476,,0,143
3780,A2,1780,SMI,1476,SKG,1486,,0,143
3781,A3,96,ARN,737,ATH,3941,Y,0,73W 73H
3782,A3,96,ARN,737,KLX,1456,,0,320
3783,A3,96,ATH,3941,ARN,737,Y,0,73W 73H
3784,A3,96,ATH,3941,AXD,1446,Y,0,DH4 320
3785,A3,96,ATH,3941,BCN,1218,,0,320
3786,A3,96,ATH,3941,BEG,1739,Y,0,DH4
3787,A3,96,ATH,3941,BRU,302,,0,320
3788,A3,96,ATH,3941,BUD,1489,,0,320
3789,A3,96,ATH,3941,CAI,1128,,0,738
3790,A3,96,ATH,3941,CDG,1382,,0,320 321
3791,A3,96,ATH,3941,CFU,1460,Y,0,DH4 320
3792,A3,96,ATH,3941,CHQ,1474,,0,320 DH4
3793,A3,96,ATH,3941,CPH,609,Y,0,321 320
3794,A3,96,ATH,3941,DME,4029,,0,320
3795,A3,96,ATH,3941,DUS,345,,0,320
3796,A3,96,ATH,3941,FCO,1555,,0,320
3797,A3,96,ATH,3941,FRA,340,,0,320
3798,A3,96,ATH,3941,GVA,1665,,0,320
3799,A3,96,ATH,3941,HBE,3410,,0,E70
3800,A3,96,ATH,3941,HER,1452,,0,320
3801,A3,96,ATH,3941,IEV,2944,,0,320
3802,A3,96,ATH,3941,IOA,1451,Y,0,DH4 320
3803,A3,96,ATH,3941,IST,1701,,0,320
3804,A3,96,ATH,3941,JKH,1450,Y,0,DH4
3805,A3,96,ATH,3941,JMK,1468,Y,0,DH4
3806,A3,96,ATH,3941,JTR,1479,,0,320 DH4
3807,A3,96,ATH,3941,KGS,1458,Y,0,DH4
3808,A3,96,ATH,3941,KVA,1462,Y,0,DH4
3809,A3,96,ATH,3941,LCA,1197,,0,320
3810,A3,96,ATH,3941,LGW,502,,0,321
3811,A3,96,ATH,3941,LHR,507,,0,321
3812,A3,96,ATH,3941,LXS,1465,Y,0,DH4
3813,A3,96,ATH,3941,MAD,1229,,0,320
3814,A3,96,ATH,3941,MJT,1469,,0,320 DH4
3815,A3,96,ATH,3941,MUC,346,,0,320
3816,A3,96,ATH,3941,MXP,1524,,0,320
3817,A3,96,ATH,3941,OTP,1657,Y,0,320
3818,A3,96,ATH,3941,PRG,1587,,0,320
3819,A3,96,ATH,3941,RHO,1472,,0,320
3820,A3,96,ATH,3941,SKG,1486,,0,320 321
3821,A3,96,ATH,3941,SKU,1482,,0,320
3822,A3,96,ATH,3941,SMI,1476,Y,0,DH4
3823,A3,96,ATH,3941,SOF,1194,Y,0,320
3824,A3,96,ATH,3941,TBS,3973,,0,320
3825,A3,96,ATH,3941,TIA,1190,Y,0,DH4
3826,A3,96,ATH,3941,TLV,1590,,0,320
3827,A3,96,ATH,3941,TXL,351,,0,320
3828,A3,96,ATH,3941,VIE,1613,,0,320
3829,A3,96,ATH,3941,WAW,679,,0,320
3830,A3,96,AXD,1446,ATH,3941,Y,0,DH4 320
3831,A3,96,BCN,1218,ATH,3941,,0,320
3832,A3,96,BEG,1739,ATH,3941,Y,0,DH4
3833,A3,96,BRU,302,ATH,3941,,0,320
3834,A3,96,BUD,1489,ATH,3941,,0,320
3835,A3,96,CAI,1128,ATH,3941,,0,738
3836,A3,96,CDG,1382,ATH,3941,,0,320 321
3837,A3,96,CFU,1460,ATH,3941,Y,0,DH4 320
3838,A3,96,CHQ,1474,ATH,3941,,0,320 DH4
3839,A3,96,CHQ,1474,SKG,1486,,0,320
3840,A3,96,CPH,609,ATH,3941,Y,0,321 320
3841,A3,96,DME,4029,ATH,3941,,0,320
3842,A3,96,DME,4029,SKG,1486,,0,320
3843,A3,96,DUS,345,ATH,3941,,0,320
3844,A3,96,DUS,345,SKG,1486,,0,321 320
3845,A3,96,FCO,1555,ATH,3941,,0,320
3846,A3,96,FRA,340,ATH,3941,,0,320
3847,A3,96,FRA,340,SKG,1486,,0,320
3848,A3,96,GVA,1665,ATH,3941,,0,320
3849,A3,96,HBE,3410,ATH,3941,,0,E70
3850,A3,96,HER,1452,ATH,3941,,0,320
3851,A3,96,HER,1452,SKG,1486,,0,320
3852,A3,96,IEV,2944,ATH,3941,,0,320
3853,A3,96,IOA,1451,ATH,3941,Y,0,DH4 320
3854,A3,96,IST,1701,ATH,3941,,0,320
3855,A3,96,JKH,1450,ATH,3941,Y,0,DH4
3856,A3,96,JMK,1468,ATH,3941,Y,0,DH4
3857,A3,96,JTR,1479,ATH,3941,,0,320 DH4
3858,A3,96,KGS,1458,ATH,3941,Y,0,DH4
3859,A3,96,KLX,1456,ARN,737,,0,320
3860,A3,96,KLX,1456,MUC,346,,0,320
3861,A3,96,KVA,1462,ATH,3941,Y,0,DH4
3862,A3,96,LCA,1197,ATH,3941,,0,320
3863,A3,96,LCA,1197,SKG,1486,,0,320
3864,A3,96,LGW,502,ATH,3941,,0,321
3865,A3,96,LHR,507,ATH,3941,,0,321
3866,A3,96,LXS,1465,ATH,3941,Y,0,DH4
3867,A3,96,MAD,1229,ATH,3941,,0,320
3868,A3,96,MJT,1469,ATH,3941,,0,320 DH4
3869,A3,96,MJT,1469,SKG,1486,,0,320
3870,A3,96,MUC,346,ATH,3941,,0,320
3871,A3,96,MUC,346,KLX,1456,,0,320
3872,A3,96,MUC,346,SKG,1486,,0,320
3873,A3,96,MXP,1524,ATH,3941,,0,320
3874,A3,96,OTP,1657,ATH,3941,Y,0,320
3875,A3,96,PRG,1587,ATH,3941,,0,320
3876,A3,96,RHO,1472,ATH,3941,,0,320
3877,A3,96,RHO,1472,SKG,1486,,0,320
3878,A3,96,SKG,1486,ATH,3941,,0,320 321
3879,A3,96,SKG,1486,CHQ,1474,,0,320
3880,A3,96,SKG,1486,DME,4029,,0,320
3881,A3,96,SKG,1486,DUS,345,,0,321 320
3882,A3,96,SKG,1486,FRA,340,,0,320
3883,A3,96,SKG,1486,HER,1452,,0,320
3884,A3,96,SKG,1486,LCA,1197,,0,320
3885,A3,96,SKG,1486,MJT,1469,,0,320
3886,A3,96,SKG,1486,MUC,346,,0,320
3887,A3,96,SKG,1486,RHO,1472,,0,320
3888,A3,96,SKG,1486,STR,350,,0,320
3889,A3,96,SKU,1482,ATH,3941,,0,320
3890,A3,96,SMI,1476,ATH,3941,Y,0,DH4
3891,A3,96,SOF,1194,ATH,3941,Y,0,320
3892,A3,96,STR,350,SKG,1486,,0,320
3893,A3,96,TBS,3973,ATH,3941,,0,320
3894,A3,96,TIA,1190,ATH,3941,Y,0,DH4
3895,A3,96,TLV,1590,ATH,3941,,0,320
3896,A3,96,TXL,351,ATH,3941,,0,320
3897,A3,96,VIE,1613,ATH,3941,,0,320
3898,A3,96,WAW,679,ATH,3941,,0,320
3899,A4,4550,BYC,2772,SRZ,4247,,0,SWM
3900,A4,4550,BYC,2772,TJA,2768,,0,SWM
3901,A4,4550,CBB,2759,TDD,2769,,0,SWM
3902,A4,4550,CIJ,2761,TDD,2769,,0,SWM
3903,A4,4550,GYA,6056,TDD,2769,,0,SWM
3904,A4,4550,LPB,2762,POI,2764,,0,SWM
3905,A4,4550,LPB,2762,SRZ,4247,,0,SWM
3906,A4,4550,LPB,2762,TDD,2769,,0,SWM
3908,A4,4550,POI,2764,LPB,2762,,0,SWM
3909,A4,4550,PSZ,2765,SRZ,4247,,0,SWM
3910,A4,4550,RIB,6058,TDD,2769,,0,SWM
3911,A4,4550,SRZ,4247,BYC,2772,,0,SWM
3912,A4,4550,SRZ,4247,LPB,2762,,0,SWM
3914,A4,4550,SRZ,4247,PSZ,2765,,0,SWM
3915,A4,4550,SRZ,4247,TDD,2769,,0,SWM
3916,A4,4550,TDD,2769,CBB,2759,,0,SWM
3917,A4,4550,TDD,2769,CIJ,2761,,0,SWM
3918,A4,4550,TDD,2769,GYA,6056,,0,SWM
3919,A4,4550,TDD,2769,LPB,2762,,0,SWM
3920,A4,4550,TDD,2769,RIB,6058,,0,SWM
3921,A4,4550,TDD,2769,SRZ,4247,,0,SWM
3922,A4,4550,TJA,2768,BYC,2772,,0,SWM
3923,A5,1203,AGF,1262,ORY,1386,,0,AT5
3924,A5,1203,AMS,580,CFE,1330,,0,ER4
3925,A5,1203,AMS,580,SXB,1435,,0,ER4
3926,A5,1203,AUR,1344,ORY,1386,,0,AT5
3927,A5,1203,BES,1403,LYS,1335,,0,CR7 CRK
3928,A5,1203,BIQ,1280,GVA,1665,,0,E70
3929,A5,1203,BIQ,1280,LYS,1335,,0,E70 CR7
3930,A5,1203,BIQ,1280,NCE,1354,,0,E70
3931,A5,1203,BLQ,1538,LYS,1335,,0,ER4 ER3
3932,A5,1203,BOD,1264,FCO,1555,,0,ER4
3933,A5,1203,BOD,1264,LIL,1399,,0,ER4 E70
3934,A5,1203,BOD,1264,LYS,1335,,0,CRK ER4
3935,A5,1203,BOD,1264,NCE,1354,,0,E70
3936,A5,1203,BOD,1264,NTE,1418,,0,ER4
3937,A5,1203,BOD,1264,SXB,1435,,0,E70 ER4
3938,A5,1203,BRU,302,LYS,1335,,0,ER4
3939,A5,1203,BRU,302,NTE,1418,,0,ER4
3940,A5,1203,BVE,1278,ORY,1386,,0,AT5
3941,A5,1203,CFE,1330,AMS,580,,0,ER4
3942,A5,1203,CFE,1330,LYS,1335,,0,ER4
3943,A5,1203,CFE,1330,NCE,1354,,0,ER4
3944,A5,1203,CFR,1412,LYS,1335,,0,CR7
3945,A5,1203,CFR,1412,ORY,1386,,0,BEH
3946,A5,1203,DCM,1285,ORY,1386,,0,AT5
3947,A5,1203,DUS,345,LYS,1335,,0,CRJ
3948,A5,1203,DUS,345,NTE,1418,,0,E70
3949,A5,1203,ETZ,1320,LYS,1335,,0,ER4
3950,A5,1203,ETZ,1320,NCE,1354,,0,ER4
3951,A5,1203,FCO,1555,BOD,1264,,0,ER4
3952,A5,1203,FCO,1555,LYS,1335,,0,CR7 CRK
3953,A5,1203,FCO,1555,SXB,1435,,0,ER3
3954,A5,1203,FLR,1563,LYS,1335,,0,AT5
3955,A5,1203,GOT,687,LYS,1335,,0,E70 ER4
3956,A5,1203,GVA,1665,BIQ,1280,,0,E70
3957,A5,1203,LAI,1416,ORY,1386,,0,AT5
3958,A5,1203,LDE,1276,ORY,1386,,0,CR7
3959,A5,1203,LIG,1270,LYS,1335,,0,AT5
3960,A5,1203,LIL,1399,BOD,1264,,0,ER4 E70
3961,A5,1203,LIL,1399,LYS,1335,,0,ER4 CRJ
3962,A5,1203,LIL,1399,MPL,1359,,0,CRJ ER3
3963,A5,1203,LIL,1399,NTE,1418,,0,ER4
3964,A5,1203,LIL,1399,SXB,1435,,0,ER3
3965,A5,1203,LIL,1399,TLS,1273,,0,E70
3966,A5,1203,LRH,6493,ORY,1386,,0,BEH
3967,A5,1203,LRH,6493,PIS,1268,,0,AT5
3968,A5,1203,LRT,1409,LYS,1335,,0,ER4 CRJ
3969,A5,1203,LRT,1409,ORY,1386,,0,CR7 CRK
3970,A5,1203,LYS,1335,BES,1403,,0,CR7 CRK
3971,A5,1203,LYS,1335,BIQ,1280,,0,E70 CR7
3972,A5,1203,LYS,1335,BLQ,1538,,0,ER4 ER3
3973,A5,1203,LYS,1335,BOD,1264,,0,CRK ER4
3974,A5,1203,LYS,1335,BRU,302,,0,ER4
3975,A5,1203,LYS,1335,CFE,1330,,0,ER4
3976,A5,1203,LYS,1335,CFR,1412,,0,CR7
3977,A5,1203,LYS,1335,DUS,345,,0,CRJ
3978,A5,1203,LYS,1335,ETZ,1320,,0,ER4
3979,A5,1203,LYS,1335,FCO,1555,,0,CR7 CRK
3980,A5,1203,LYS,1335,FLR,1563,,0,AT5
3981,A5,1203,LYS,1335,GOT,687,,0,E70 ER4
3982,A5,1203,LYS,1335,LIG,1270,,0,AT5
3983,A5,1203,LYS,1335,LIL,1399,,0,ER4 CRJ
3984,A5,1203,LYS,1335,LRT,1409,,0,CRJ ER4
3985,A5,1203,LYS,1335,MLH,1423,,0,ER3
3986,A5,1203,LYS,1335,MPL,1359,,0,AT5
3987,A5,1203,LYS,1335,MRS,1353,,0,AT5 CRJ
3988,A5,1203,LYS,1335,MXP,1524,,0,CRJ ER4 CR7
3989,A5,1203,LYS,1335,NTE,1418,,0,CRK
3990,A5,1203,LYS,1335,PIS,1268,,0,AT5
3991,A5,1203,LYS,1335,PRG,1587,,0,CRK
3992,A5,1203,LYS,1335,PUF,1274,,0,ER4 CRJ CR7
3993,A5,1203,LYS,1335,RNS,1415,,0,CRK CR7
3994,A5,1203,LYS,1335,STR,350,,0,ER4 CRJ
3995,A5,1203,LYS,1335,SXB,1435,,0,CRK
3996,A5,1203,LYS,1335,VCE,1551,,0,CR7 ER4
3997,A5,1203,MLH,1423,LYS,1335,,0,ER3
3998,A5,1203,MPL,1359,LIL,1399,,0,CRJ ER3
3999,A5,1203,MPL,1359,LYS,1335,,0,AT5
4000,A5,1203,MPL,1359,NTE,1418,,0,CR7 CRJ ER4
4001,A5,1203,MPL,1359,SXB,1435,,0,CRJ ER3
4002,A5,1203,MRS,1353,LYS,1335,,0,AT5 CRJ
4003,A5,1203,MRS,1353,SXB,1435,,0,ER4 E70
4004,A5,1203,MRS,1353,TLS,1273,,0,AT5
4005,A5,1203,MXP,1524,LYS,1335,,0,CR7 CRJ ER4
4006,A5,1203,MXP,1524,NTE,1418,,0,ER4
4007,A5,1203,NCE,1354,BIQ,1280,,0,E70
4008,A5,1203,NCE,1354,BOD,1264,,0,E70
4009,A5,1203,NCE,1354,CFE,1330,,0,ER4
4010,A5,1203,NCE,1354,ETZ,1320,,0,ER4
4011,A5,1203,NCE,1354,RNS,1415,,0,CRJ
4012,A5,1203,NCE,1354,TLS,1273,,0,AT5
4013,A5,1203,NTE,1418,BOD,1264,,0,ER4
4014,A5,1203,NTE,1418,BRU,302,,0,ER4
4015,A5,1203,NTE,1418,DUS,345,,0,E70
4016,A5,1203,NTE,1418,LIL,1399,,0,ER4
4017,A5,1203,NTE,1418,LYS,1335,,0,CRK
4018,A5,1203,NTE,1418,MPL,1359,,0,CR7 CRJ ER4
4019,A5,1203,NTE,1418,MXP,1524,,0,ER4
4020,A5,1203,NTE,1418,SXB,1435,,0,CRJ CR7
4021,A5,1203,NTE,1418,TLS,1273,,0,CRK CRJ
4022,A5,1203,ORY,1386,AGF,1262,,0,AT5
4023,A5,1203,ORY,1386,AUR,1344,,0,AT5
4024,A5,1203,ORY,1386,BVE,1278,,0,AT5
4025,A5,1203,ORY,1386,CFR,1412,,0,BEH
4026,A5,1203,ORY,1386,DCM,1285,,0,AT5
4027,A5,1203,ORY,1386,LAI,1416,,0,AT5
4028,A5,1203,ORY,1386,LDE,1276,,0,CR7
4029,A5,1203,ORY,1386,LRH,6493,,0,BEH
4030,A5,1203,ORY,1386,LRT,1409,,0,CR7 CRK
4031,A5,1203,ORY,1386,PGF,1356,,0,CRK CR7
4032,A5,1203,ORY,1386,RDZ,1289,,0,AT7
4033,A5,1203,ORY,1386,UIP,1417,,0,CR7
4034,A5,1203,PGF,1356,ORY,1386,,0,CRK CR7
4035,A5,1203,PIS,1268,LRH,6493,,0,AT5
4036,A5,1203,PIS,1268,LYS,1335,,0,AT5
4037,A5,1203,PRG,1587,LYS,1335,,0,CRK
4038,A5,1203,PUF,1274,LYS,1335,,0,CR7 ER4 CRJ
4039,A5,1203,RDZ,1289,ORY,1386,,0,AT7
4040,A5,1203,RNS,1415,LYS,1335,,0,CRK CR7
4041,A5,1203,RNS,1415,NCE,1354,,0,CRJ
4042,A5,1203,RNS,1415,TLS,1273,,0,CRJ
4043,A5,1203,STR,350,LYS,1335,,0,CRJ ER4
4044,A5,1203,SXB,1435,AMS,580,,0,ER4
4045,A5,1203,SXB,1435,BOD,1264,,0,E70 ER4
4046,A5,1203,SXB,1435,FCO,1555,,0,ER3
4047,A5,1203,SXB,1435,LIL,1399,,0,ER3
4048,A5,1203,SXB,1435,LYS,1335,,0,CRK
4049,A5,1203,SXB,1435,MPL,1359,,0,CRJ ER3
4050,A5,1203,SXB,1435,MRS,1353,,0,ER4 E70
4051,A5,1203,SXB,1435,NTE,1418,,0,CRJ CR7
4052,A5,1203,TLS,1273,LIL,1399,,0,E70
4053,A5,1203,TLS,1273,MRS,1353,,0,AT5
4054,A5,1203,TLS,1273,NCE,1354,,0,AT5
4055,A5,1203,TLS,1273,NTE,1418,,0,CRK CRJ
4056,A5,1203,TLS,1273,RNS,1415,,0,CRJ
4057,A5,1203,UIP,1417,ORY,1386,,0,CR7
4058,A5,1203,VCE,1551,LYS,1335,,0,CR7 ER4
4060,A8,1392,EBB,1187,PAF,7450,,0,CNA
4062,A8,1392,PAF,7450,EBB,1187,,0,CNA
4063,A9,2538,AMS,580,TBS,3973,,0,735
4064,A9,2538,BUS,3971,DME,4029,,0,CRJ 735
4065,A9,2538,BUS,3971,TBS,3973,,0,CRJ 735
4066,A9,2538,CDG,1382,TBS,3973,,0,735
4067,A9,2538,DME,4029,BUS,3971,,0,CRJ 735
4068,A9,2538,KUT,3972,TBS,3973,,0,CRJ
4069,A9,2538,KUT,3972,VKO,2988,,0,CRJ
4070,A9,2538,RIX,3953,TBS,3973,Y,0,733
4071,A9,2538,TBS,3973,AMS,580,,0,735
4072,A9,2538,TBS,3973,BUS,3971,,0,CRJ 735
4073,A9,2538,TBS,3973,CDG,1382,,0,737
4074,A9,2538,TBS,3973,KUT,3972,,0,CRJ
4075,A9,2538,TBS,3973,RIX,3953,Y,0,733
4076,A9,2538,TBS,3973,TLV,1590,,0,737
4077,A9,2538,TBS,3973,VIE,1613,,0,CRJ 735
4078,A9,2538,TBS,3973,VKO,2988,,0,737
4079,A9,2538,TLV,1590,TBS,3973,,0,737
4080,A9,2538,VIE,1613,TBS,3973,,0,CRJ 735
4081,A9,2538,VKO,2988,KUT,3972,,0,CRJ
4082,A9,2538,VKO,2988,TBS,3973,,0,737
4083,AA,24,ABI,3718,DFW,3670,Y,0,ERD ER4
4084,AA,24,ABQ,4019,DFW,3670,,0,M80 M83
4085,AA,24,ABQ,4019,LAX,3484,Y,0,CR7 CRJ
4086,AA,24,ABQ,4019,ORD,3830,Y,0,E75
4087,AA,24,ABZ,532,LHR,507,Y,0,321 319 320
4088,AA,24,ACC,248,LHR,507,Y,0,767 777
4089,AA,24,ACT,3700,DFW,3670,Y,0,ER4 ERD
4090,AA,24,ADL,3341,BNE,3320,Y,0,737
4091,AA,24,ADL,3341,MEL,3339,Y,0,737
4092,AA,24,ADL,3341,SYD,3361,Y,0,737
4093,AA,24,AEX,3852,DFW,3670,Y,0,ER4 ERD
4094,AA,24,AGU,1785,DFW,3670,Y,0,ER4
4095,AA,24,AKL,2006,BNE,3320,Y,0,737
4096,AA,24,AKL,2006,PPT,4075,Y,0,340
4097,AA,24,AKL,2006,SYD,3361,Y,0,737
4098,AA,24,ALO,5718,ORD,3830,Y,0,ERD
4099,AA,24,AMA,3840,DFW,3670,Y,0,ER4 CRJ
4100,AA,24,AMM,2170,JFK,3797,Y,0,340
4101,AA,24,AMM,2170,ORD,3830,Y,0,340
4102,AA,24,AMM,2170,TXL,351,Y,0,320
4103,AA,24,AMM,2170,YUL,146,Y,0,330
4104,AA,24,AMS,580,LHR,507,Y,0,320 767 321 319
4105,AA,24,ANC,3774,LAX,3484,Y,0,737
4106,AA,24,ANU,2874,JFK,3797,,0,738
4107,AA,24,ANU,2874,MIA,3576,,0,738
4108,AA,24,AQP,2802,LIM,2789,Y,0,319
4109,AA,24,ARN,737,LHR,507,Y,0,320 319 321
4110,AA,24,ART,3838,ORD,3830,Y,0,ERD
4111,AA,24,ASP,3319,SYD,3361,Y,0,737
4112,AA,24,ASU,2699,MIA,3576,,0,757
4113,AA,24,ATH,3941,LHR,507,Y,0,767 320
4114,AA,24,AUA,2895,MIA,3576,,0,738
4115,AA,24,AUH,2179,CMB,3024,Y,0,320
4116,AA,24,AUH,2179,IAD,3714,Y,0,340
4117,AA,24,AUH,2179,JFK,3797,Y,0,777
4118,AA,24,AUH,2179,LHR,507,Y,0,777
4119,AA,24,AUH,2179,MCT,2194,Y,0,777
4120,AA,24,AUH,2179,ORD,3830,Y,0,777
4121,AA,24,AUS,3673,DFW,3670,,0,M80 M83 738
4122,AA,24,AUS,3673,JFK,3797,,0,738
4123,AA,24,AUS,3673,LAX,3484,,0,738 M83
4124,AA,24,AUS,3673,ORD,3830,,0,M83 M80
4125,AA,24,AZO,4039,ORD,3830,Y,0,ER4 ERD
4126,AA,24,BAH,2057,DOH,2241,Y,0,777
4127,AA,24,BAH,2057,LHR,507,Y,0,777
4128,AA,24,BCN,1218,JFK,3797,,0,763
4129,AA,24,BCN,1218,LHR,507,Y,0,320 319
4130,AA,24,BCN,1218,MIA,3576,,0,763
4131,AA,24,BDA,4069,JFK,3797,,0,738
4132,AA,24,BDA,4069,MIA,3576,,0,738
4133,AA,24,BDL,3825,DFW,3670,,0,738
4134,AA,24,BDL,3825,LAX,3484,,0,738
4135,AA,24,BDL,3825,MIA,3576,,0,738
4136,AA,24,BDL,3825,ORD,3830,Y,0,CR7 ER4
4137,AA,24,BGI,2875,JFK,3797,,0,738
4138,AA,24,BGI,2875,MIA,3576,,0,757
4139,AA,24,BGO,636,LHR,507,Y,0,319
4140,AA,24,BHD,467,LHR,507,Y,0,319 320
4141,AA,24,BHM,3811,DFW,3670,,0,M83 M80
4142,AA,24,BHM,3811,MIA,3576,Y,0,ER4 ERD
4143,AA,24,BJL,1050,DKR,1084,Y,0,L4T
4144,AA,24,BJX,1815,DFW,3670,Y,0,ERD
4145,AA,24,BKK,3885,KUL,3304,,0,737
4146,AA,24,BKK,3885,NRT,2279,,0,763 777
4147,AA,24,BLQ,1538,LHR,507,Y,0,319
4148,AA,24,BLR,3131,LHR,507,Y,0,744
4149,AA,24,BMI,4037,DFW,3670,Y,0,ER4
4150,AA,24,BMI,4037,ORD,3830,Y,0,ERD
4151,AA,24,BNA,3690,DCA,3520,Y,0,ERD
4152,AA,24,BNA,3690,DFW,3670,,0,M83 M80
4153,AA,24,BNA,3690,JFK,3797,Y,0,ER4
4154,AA,24,BNA,3690,LAX,3484,,0,738
4155,AA,24,BNA,3690,LGA,3697,Y,0,CR7
4156,AA,24,BNA,3690,MIA,3576,,0,738
4157,AA,24,BNA,3690,ORD,3830,Y,0,ER4 ERD
4158,AA,24,BNE,3320,ADL,3341,Y,0,737
4159,AA,24,BNE,3320,AKL,2006,Y,0,737
4160,AA,24,BNE,3320,CBR,3355,Y,0,737
4161,AA,24,BNE,3320,CNS,3322,Y,0,737
4162,AA,24,BNE,3320,DRW,3999,Y,0,763
4163,AA,24,BNE,3320,LAX,3484,Y,0,744
4164,AA,24,BNE,3320,MEL,3339,Y,0,737
4165,AA,24,BNE,3320,PER,3351,Y,0,763 737
4166,AA,24,BNE,3320,SYD,3361,Y,0,744 737 763
4167,AA,24,BNE,3320,TSV,3330,Y,0,737
4168,AA,24,BOG,2709,MIA,3576,,0,757 763
4169,AA,24,BOM,2997,LHR,507,Y,0,744
4170,AA,24,BOS,3448,DFW,3670,,0,757 738
4171,AA,24,BOS,3448,JFK,3797,,0,738
4172,AA,24,BOS,3448,LAX,3484,,0,738 757
4173,AA,24,BOS,3448,LHR,507,Y,0,777 744
4174,AA,24,BOS,3448,MIA,3576,,0,757 738
4175,AA,24,BOS,3448,NRT,2279,,0,787
4176,AA,24,BOS,3448,ORD,3830,,0,738
4177,AA,24,BOS,3448,PDX,3720,Y,0,737
4178,AA,24,BOS,3448,SAN,3731,Y,0,737
4179,AA,24,BOS,3448,SEA,3577,Y,0,737
4180,AA,24,BPT,3612,DFW,3670,Y,0,ERD
4181,AA,24,BRO,3738,DFW,3670,Y,0,CRJ ER4
4182,AA,24,BRU,302,LHR,507,Y,0,319 321 320
4183,AA,24,BSB,2531,MIA,3576,,0,757 763
4184,AA,24,BSL,4053,LHR,507,Y,0,319
4185,AA,24,BTR,3846,DFW,3670,Y,0,CRJ ER4 ERD
4186,AA,24,BUD,1489,LHR,507,Y,0,320
4187,AA,24,BUF,3820,ORD,3830,Y,0,ER4 CR7
4188,AA,24,BUR,3644,PDX,3720,Y,0,CR7 CRJ
4189,AA,24,BUR,3644,SEA,3577,Y,0,737
4190,AA,24,BWI,3849,DFW,3670,,0,M80 M83 738
4191,AA,24,BWI,3849,JFK,3797,Y,0,ER4
4192,AA,24,BWI,3849,LHR,507,Y,0,767
4193,AA,24,BWI,3849,MIA,3576,,0,738
4194,AA,24,BWI,3849,ORD,3830,Y,0,ER4 CR7
4195,AA,24,BZE,1957,DFW,3670,,0,738
4196,AA,24,BZE,1957,MIA,3576,,0,738
4197,AA,24,CAE,3561,DFW,3670,Y,0,CRJ ER4
4198,AA,24,CBR,3355,BNE,3320,Y,0,737
4199,AA,24,CBR,3355,MEL,3339,Y,0,737
4200,AA,24,CBR,3355,SYD,3361,Y,0,737
4201,AA,24,CCS,2851,DFW,3670,,0,738
4202,AA,24,CCS,2851,JFK,3797,,0,757
4203,AA,24,CCS,2851,MIA,3576,,0,757 763
4204,AA,24,CCS,2851,SJU,2890,,0,738
4205,AA,24,CDG,1382,DFW,3670,,0,763
4206,AA,24,CDG,1382,JFK,3797,,0,763 757
4207,AA,24,CDG,1382,KUL,3304,,0,380
4208,AA,24,CDG,1382,LHR,507,Y,0,320 319 321
4209,AA,24,CDG,1382,MIA,3576,,0,763
4210,AA,24,CDG,1382,ORD,3830,,0,763
4211,AA,24,CHA,3578,DFW,3670,Y,0,ERD
4212,AA,24,CHA,3578,ORD,3830,Y,0,ERD
4213,AA,24,CHC,2009,SYD,3361,Y,0,737
4214,AA,24,CHO,4015,ORD,3830,Y,0,ERD
4215,AA,24,CHS,3806,DFW,3670,Y,0,ERD
4216,AA,24,CHS,3806,MIA,3576,Y,0,ERD
4217,AA,24,CID,4043,DFW,3670,Y,0,ER4 CRJ
4218,AA,24,CID,4043,ORD,3830,Y,0,ERD ER4
4219,AA,24,CLE,3486,DFW,3670,,0,319
4220,AA,24,CLE,3486,JFK,3797,Y,0,ER4
4221,AA,24,CLE,3486,LGA,3697,Y,0,CR7 ERD
4222,AA,24,CLE,3486,MIA,3576,Y,0,ER4
4223,AA,24,CLE,3486,ORD,3830,Y,0,CR7 ER4
4224,AA,24,CLL,3715,DFW,3670,Y,0,ERD
4225,AA,24,CLO,2715,MIA,3576,,0,738
4226,AA,24,CLT,3876,DFW,3670,,0,319 M80
4227,AA,24,CLT,3876,LGA,3697,Y,0,CR7
4228,AA,24,CLT,3876,MIA,3576,Y,0,ER4
4229,AA,24,CLT,3876,ORD,3830,Y,0,ER4 CR7
4230,AA,24,CMB,3024,AUH,2179,Y,0,320
4231,AA,24,CMH,3759,DFW,3670,,0,M80 M83
4232,AA,24,CMH,3759,JFK,3797,Y,0,CR7 ER4
4233,AA,24,CMH,3759,LAX,3484,,0,738
4234,AA,24,CMH,3759,LGA,3697,Y,0,CR7 ERD
4235,AA,24,CMH,3759,MIA,3576,Y,0,ER4
4236,AA,24,CMH,3759,ORD,3830,Y,0,ERD CR7 ER4
4237,AA,24,CMI,4049,DFW,3670,Y,0,ER4
4238,AA,24,CMI,4049,ORD,3830,Y,0,ER4 ERD
4239,AA,24,CNF,2537,MIA,3576,,0,763
4240,AA,24,CNS,3322,BNE,3320,Y,0,737
4241,AA,24,COS,3819,DFW,3670,,0,M80
4242,AA,24,COU,3719,DFW,3670,Y,0,ER4
4243,AA,24,COU,3719,ORD,3830,Y,0,ER4
